,name,prepayment_amount,body,issue_year,color,drive_unit,eng_capacity,mileage,condition,fuel_type,cleared,transmission,published_time,city,price,views,link,description,year,car_name,model
1899,"Opel Astra G, 2001",17400,Хэтчбек,2001,Серебристый,Передний,1.6,274123,С пробегом,Бензин,Да,Автомат,2023-03-07 19:17:00,Худжанд,58000,505,https://somon.tj/adv/9574703_opel-astra-g-2001/,мошин задаги не чор балонаш нав каробка маторзур кондицианер кор мекунад,2001,Opel,Astra G
1900,"Opel Astra H, 2006",19350,Универсал,2006,Другой цвет,Передний,1.6,2500,Новая,Бензин,Да,Механика,2023-03-07 19:18:00,Душанбе,64500,238,https://somon.tj/adv/9574714_opel-astra-h-2006/,срочно 5 мох хучат охири наршай,2006,Opel,Astra H
1901,"Opel Astra H, 2007",18300,Универсал,2007,Серебристый,Передний,1.9,0,С пробегом,Дизель,Да,Механика,2023-03-07 19:36:00,Душанбе,61000,275,https://somon.tj/adv/9574792_opel-astra-h-2007/,Бехтарин Холат Савдо Назди Мошин,2007,Opel,Astra H
1902,"Opel Meriva, 2003",12900,Минивен,2003,Чёрный,Передний,1.6,162437,С пробегом,Бензин + газ,Да,Механика,2023-03-08 07:39:00,Джаббор Расулов,43000,4171,https://somon.tj/adv/8372627_opel-meriva-2003/,продаю машину опел мерева состояние нормално.годовой тех.осмотр до конца месяца Мая 2023.,2003,Opel,Meriva
1903,"Opel Vectra A, 1994",0,Седан,1994,Синий,Передний,1.6,212523,Новая,Бензин + газ,Да,Автомат,2023-03-07 19:22:00,Яван,30000,45,https://somon.tj/adv/9574708_opel-vectra-a-1994/,салом бародар мошин 100ай мешини ҳай мекини сабаби фурухтан таёта кемрий мехарм алиш фақат бо кемри мешавад болои сумш метем,1994,Opel,Vectra A
1904,"Opel Vectra B, 2000",0,Седан,2000,Зелёный,Передний,1.6,123456,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:50:00,Исфара,45000,180,https://somon.tj/adv/9574857_opel-vectra-b-2000/,"Опел вектра 2000 Сол краскаш созай, афтовхурда нест, маслаи мошин нав алиш кадагияй, рименти г, р, м, нав кадагияй, хадавойш созай, гази евро чор часпондагияй, расход эканомичнияй, мошин электра абародованиш хамачош кор мекна, ягон камбуди надора, мошин дар ш, Исфарахай, тел: 935535131 бехуда занг назанен, факат мошинхаро",2000,Opel,Vectra B
1905,"Opel Zafira, 1999",10500,Седан,1999,Чёрный,Передний,1.8,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:38:00,Вахдат,35000,506,https://somon.tj/adv/9569546_opel-zafira-1999/,салом мошин нахаду краска кор дора хучат дора алиш нес охири нарх бехуда занг назанен,1999,Opel,Zafira
1906,"Opel Zafira, 2000",18900,Минивен,2000,Другой цвет,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:49:00,Шахринав,63000,242,https://somon.tj/adv/9528973_opel-zafira-2000/,Опель Зафира 1.6 мотор такси задаги нес чор балони нав документ як Сола .муомала дора,2000,Opel,Zafira
1907,"Opel Zafira, 2001",0,Универсал,2001,Зелёный,Передний,1.6,0,Аварийная,Бензин,Да,Механика,2023-03-07 19:35:00,Канибадам,17000,2851,https://somon.tj/adv/9353923_opel-zafira-2001/,opel,2001,Opel,Zafira
1908,"Opel Zafira, 2006",21600,Универсал,2006,Другой цвет,Передний,1.8,12345,С пробегом,Бензин,Да,Механика,2023-03-07 19:16:00,Худжанд,72000,161,https://somon.tj/adv/9574706_opel-zafira-2006/,Вагонный савдо сари мошинба,2006,Opel,Zafira
1909,"Opel Zafira, 2007",24000,Минивен,2007,Серебристый,Передний,2.2,0,С пробегом,Бензин,Да,Автомат,2023-03-07 19:21:00,Душанбе,80000,124,https://somon.tj/adv/9574728_opel-zafira-2007/,"Мошин дар холати хуби техники карор дорад.Акульмятор нав.Мошин 4 мох шуд аз вагон фаромад.Парктроник пешу кафо.Фаркоп дорад.Китоби заводскояш хаст.Манитор цветной.Мошин газа дидаги нест.Савдо дар пеши мошин.Мошин полный full full.

Обогрев сидений☀️

Парктроник ⚡

Режим sport🚀

Автопилот🚙

Омыватель фар 💧",2007,Opel,Zafira
1910,"Toyota Avensis, 2008",28500,Универсал,2008,Серебристый,Передний,1.8,0,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 04:27:00,Худжанд,95000,554,https://somon.tj/adv/9529857_toyota-avensis-2008/,"Мошин дар холати хуб карор дорад ягон камбуди надорад, хучатош то сентябри 2023 тонировка дорад то сентябрь 2023",2008,Toyota,Avensis
1911,"Toyota Belta, 2006",17400,Седан,2006,Зелёный,Передний,1.0,44000,С пробегом,Бензин,Да,Автомат,2023-03-07 19:27:00,Душанбе,58000,1103,https://somon.tj/adv/9467211_toyota-belta-2006/,2006 Belta. Мошин 44000 пробег дорад. Дар ҳолати хуби техникӣ қарор дорад. Харидори аниқ занг занад.,2006,Toyota,Belta
1912,"Toyota Camry, 2008",32850,Седан,2008,Золотистый,Передний,2.4,15555,С пробегом,Бензин,Да,Автомат,2023-03-07 19:23:00,Душанбе,109500,231,https://somon.tj/adv/9507642_toyota-camry-2008/,Вагон Вагон..Кемри XLE мошин тоза нозада ..Алил намеша ..,2008,Toyota,Camry
1913,"Toyota Camry, 2010",42000,Седан,2010,Белый,Передний,2.5,198000,С пробегом,Бензин,Да,Автомат,2023-03-07 19:48:00,Душанбе,140000,238,https://somon.tj/adv/9464880_toyota-camry-2010/,TAYOTA CAMRY 2010 обем 2.5 VAGON вагон SE S K A америка салон сиёх  харидор занг зана,2010,Toyota,Camry
1914,"Toyota Camry, 2014",50100,Седан,2014,Чёрный,Передний,2.5,155000,С пробегом,Бензин,Да,Автомат,2023-03-07 19:22:00,Душанбе,167000,173,https://somon.tj/adv/9547955_toyota-camry-2014/,"Мошин 9 мохагии 2014 Вагонай 1 хафта пеш Растаможка шид дар холати бехад хуб карор дорад. Мотор, коробка 100%. Савдо дар назди мошин.",2014,Toyota,Camry
1915,"Toyota Land Cruiser Prado, 2008",63000,Внедорожник,2008,Белый,Полный,3.5,20200,С пробегом,Бензин,Да,Автомат,2023-03-07 19:31:00,Душанбе,210000,131,https://somon.tj/adv/9496875_toyota-land-cruiser-prado-2008/,"Мошин тоза, бе царапина, салон кожаный.
Харидори аник бошен занг занен",2008,Toyota,Land Cruiser Prado
1916,"Toyota Mark X, 2007",23850,Седан,2007,Серебристый,Передний,2.4,15555,С пробегом,Бензин,Да,Автомат,2023-03-07 19:24:00,Душанбе,79500,118,https://somon.tj/adv/9259387_toyota-mark-x-2007/,"Вагон Вагон
Мошин нав расид
Фули Фулай Мошин
2 камера пешу кафо
салон Мебел
4 балон диска нав
7 чои нишаст
Алиш намеша
Илтимос бе худа занг назанед.",2007,Toyota,Mark X
1917,"Toyota Prius, 2011",32100,Седан,2011,Чёрный,Передний,1.8,120000,С пробегом,Бензин,Да,Вариатор,2023-03-07 19:36:00,Душанбе,107000,54,https://somon.tj/adv/9574795_toyota-prius-2011/,Мошина в очень хорошем состоянии!,2011,Toyota,Prius
1918,"Toyota RAV 4, 2006",34500,Универсал,2006,Серебристый,Полный,2.4,0,Новая,Бензин + газ,Да,Автомат,2023-03-07 19:41:00,Худжанд,115000,299,https://somon.tj/adv/9574812_toyota-rav-4-2006/,старт стоп ду калид тех нав балон нав кожа салон Европа,2006,Toyota,RAV 4
1919,"Toyota RAV 4, 2021",0,Кроссовер,2021,Белый,Полный,2.5,23500,С пробегом,Бензин,Да,Автомат,2023-03-07 19:16:00,Душанбе,440000,2927,https://somon.tj/adv/9365642_toyota-rav-4-2021/,Европейка 4-вд.,2021,Toyota,RAV 4
1920,"Toyota Verso, 2010",44190,Минивен,2010,Другой цвет,Передний,1.8,12345,С пробегом,Бензин,Да,Вариатор,2023-03-07 19:37:00,Худжанд,147300,113,https://somon.tj/adv/8440140_toyota-verso-2010/,"Продаем отличный семейный авто Toyota Verso 2010 года выпуска в документах 2009 года ! ! ! !
7 МЕСТ ! ! ! !

//////////////////////////////////////////////
БИСЁР АРЗОН НАМЕШАВАД
///////////////////////////////////////////////


МАШИНА В ИДЕАЛЬНОМ СОСТОЯНИИ!

ПРОБЕГ РОДНОЙ !!! ПОДТВЕРЖДЕННЫЙ ОБСЛУЖИВАНИЕМ ТОЙОТА ЦЕНТР 
 ПРОВЕРКАМИ АВТОТЕКИ !!!

ДВА СОБСТВЕННИА!!!!
ВСЕ В ХОРОШЕМ СОСТОЯНИИ И САЛОН, КУЗОВ, ТЕХНИЧЕСКАЯ ЧАСТЬ !!!!!!
ПРОХОДИЛ ТО С ЗАМЕНОЙ ВСЕХ РАСХОДНИКОВ ВО ВРЕМЯ !!!
ВСЕ ЭЛЕМЕНТЫ КУЗОВА РОДНЫЕ,ПРОВЕРИМ ПРИ ВАС ПРИБОРОМ!!!!!

комплектация САМАЯ МАКСИМАЛЬНАЯ 
- климат-контроль 2х зонный 
- без ключевой доступ
- кнопка стоп/старт
- круиз контроль
- подогрев сидений
- датчики парковки передние, задние .
- подогрев зеркал
- эл. зеркала 
- эл. стекла 
- система курсовой устойчивости
- противо буксовая система
- бортовой компьютер
- подушки безопасности
- датчик дождя
- камера заднего вида
- датчик света
- абс, эур.
- кожаный руль 
- 2 ключа д. у.

Сенсорный магнитола работай как в android и как в сенсорном 
 
Отпечатки пальцев

Стопстарт 

дополнительно установили в салоне:
брызговики
коврики салона
защита двигателя


ДВИГАТЕЛЬ 1.8 Л. 147 Л. С.(резвый в своем классе) масло не расходует, работает тихо!!!!
Расход по городу 7-8 литров на 100 км.
авто имеет идеальное техническое состояние
АКПП работает идеально, плавное переключения без каких либо задержек и опозданий ! 
В двигатель заливается масло только оригинал TOYOTA 0W30!
ходовая вся четкая ! все расходники только оригинал и только в хорошем сервисе !
Прогревается быстро и в мороз в салоне тепло и заводится в любой мороз!!
НЕ ТРЕБУЕТ ВЛОЖЕНИЙ!!!


ВОЗМОЖНА ЛЮБАЯ ДИАГНОСТИКА В ЛЮБОМ СЕРВИСЕ ГОРОДА! ! !

ИДЕАЛЬНОЕ ТЕХ. СОСТОЯНИЕ

Конкретному покупателю хороший торг 

Документ 2009 год 2010!              ххххххххххххххххххххххххх                                                       Бисёр АЗОН НАМЕШАВАД!

срочно срочно срочно!!!",2010,Toyota,Verso
1921,"Toyota Voxy, 2007",22200,Пикап,2007,Серебристый,Передний,2.0,100000,С пробегом,Бензин,Да,Автомат,2023-03-07 19:27:00,Душанбе,74000,1195,https://somon.tj/adv/9518205_toyota-voxy-2007/,2007 Voxy. Мошин нав даромад. Дар Душанбе. Дар ҳолати хело хуб қарор дорад. Харидори аниқ занг занад.,2007,Toyota,Voxy
1922,"Toyota Voxy, 2009",24000,Фургон,2009,Серебристый,Передний,2.0,137000,С пробегом,Бензин,Да,Автомат,2023-03-07 19:30:00,Душанбе,80000,918,https://somon.tj/adv/9518242_toyota-voxy-2009/,2009 Voxy. Мошин нав даромад. Дар Душанбе. Дар ҳолати беҳтарин қарор дорад. Харидори аниқ занг занад.,2009,Toyota,Voxy
1923,"Volvo S80, 2000",15000,Седан,2000,Белый,Передний,2.4,132000,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:24:00,Турсунзаде,50000,125,https://somon.tj/adv/9574745_volvo-s80-2000/,в хорошем состоянии,2000,Volvo,S80
1924,"ВАЗ 2101, 1985",0,Хэтчбек,1985,Другой цвет,Задний,1.6,80,С пробегом,Бензин,Да,Механика,2023-03-07 19:24:00,Рогун,15000,102,https://somon.tj/adv/9574697_vaz-2101-1985/,мошин нива состояниш бехтарин мешини хай мекуни маълумоти бештар бо телефон  ба хамин ракамо занг занед,1985,ВАЗ,2101
1925,"ВАЗ 2106, 1984",0,Седан,1984,Бежевый,Задний,0.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:50:00,Худжанд,23000,3528,https://somon.tj/adv/9324887_vaz-2106-1984/,в хорошем состояние,1984,ВАЗ,2106
1926,"ВАЗ 2107, 2009",7800,Седан,2009,Белый,Передний,1.7,123456,С пробегом,Бензин,Да,Механика,2023-03-07 19:24:00,Душанбе,26000,342,https://somon.tj/adv/9574743_vaz-2107-2009/,"мошин дар холати хуб
карор дорад ягон канбуди надора дакументои солона дора хадавойш созай дарош гупкават кадаги балонош соз матор каропка сад фоиз
мегири хай мекни ягон камбуди надора!!!",2009,ВАЗ,2107
1927,"ВАЗ 2110, 2004",7500,Седан,2004,Мокрый асфальт,Передний,1.6,125536,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:36:00,Душанбе,25000,294,https://somon.tj/adv/9574794_vaz-2110-2004/,срочно,2004,ВАЗ,2110
1928,"ВАЗ Priora, 2010",10650,Седан,2010,Чёрный,Передний,1.6,192100,С пробегом,Бензин,Да,Механика,2023-03-07 19:26:00,Душанбе,35500,357,https://somon.tj/adv/9574758_vaz-priora-2010/,мошин 100% харидори канкиредни занг зана савдо дар болои капоти мошинай мошин растамошка дора,2010,ВАЗ,Priora
1929,"ГАЗ 3110, 1999",9000,Седан,1999,Белый,Задний,2.2,57450,Новая,Бензин,Нет,Механика,2023-03-07 19:48:00,Пенджикент,30000,83,https://somon.tj/adv/9574840_gaz-3110-1999/,мошинча завотиской хамичош пусидаги варит надорад ...........,1999,ГАЗ,3110
1930,"BMW X5, 2014",8700,Кроссовер,2014,Синий,Полный,3.5,144000,С пробегом,Бензин,Нет,Автомат,2023-03-07 18:48:00,Душанбе,29000,647,https://somon.tj/adv/9574421_bmw-x5-2014/,"BMW.X5.2014.11.МОХА БЕ РАСТАМОЖКА 29$
НАВ ДРОМАД ПОЛНЫЙ ФУЛ ПАНАРАМА 360 ГРАДУС КАМЕРА ДАРО МЕКАША ПЛИСОСКА ФАРО ЛЕД ЛАЗЕР ПЕШУ КАФО ПАЛАСАКАПАК АЙ ПАЛАСАШ НАМЕБРОЯ МАТОР КАРОБКА 101 % 
ЯГОНЧОШ ЗАДАГИ НЕСТ РОДНОЙ КРАСКА ХАМАЧИШ РОДНОЯЙ .
НАРХШ ДОЛАРИ КАТИЯЙ.МОШИН ДУШАНБЕДАЙ.",2014,BMW,X5
1931,"BYD Yuan Plus, 2022",0,Внедорожник,2022,Белый,Передний,1.6,0,Новая,Электричество,Да,Автомат,2023-03-07 18:42:00,Душанбе,420000,58,https://somon.tj/adv/9574290_byd-yuan-plus-2022/,бо савдо мешава,2022,BYD,Yuan Plus
1932,"Chevrolet Lacetti, 2008",12300,Седан,2008,Белый,Передний,1.6,200,Новая,Бензин + газ,Да,Автомат,2023-03-05 21:50:00,Душанбе,41000,1212,https://somon.tj/adv/9462474_chevrolet-lacetti-2008/,мошин дар холати хубитехникиси срочная срочная мошинхар биё бин ака мошин маладёжникардаги. азобкашидагинест мошин. аклиматоруш нав балонош нав. документош то 09.2023. биё бин мошина. гир газте бра.мошини хизматияй,2008,Chevrolet,Lacetti
1933,"Daewoo Lacetti, 2005",0,Седан,2005,Белый,Передний,1.6,151212,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 18:51:00,Душанбе,18000,345,https://somon.tj/adv/9574176_daewoo-lacetti-2005/,матор ов гзарондагияй,2005,Daewoo,Lacetti
1934,"Daewoo Lanos, 1996",0,Седан,1996,Красный,Передний,1.6,1234,С пробегом,Бензин + газ,Да,Механика,2023-03-06 13:24:00,Душанбе,16000,569,https://somon.tj/adv/9555722_daewoo-lanos-1996/,"Мошин дар холати хуб карор дора
харидор боши ай пеш биё бин 
муомила мекнем",1996,Daewoo,Lanos
1935,"Daewoo Leganza, 1998",0,Седан,1998,Белый,Передний,1.8,0,С пробегом,Бензин + газ,Да,Механика,2023-03-05 20:52:00,Душанбе,12500,424,https://somon.tj/adv/9506442_daewoo-leganza-1998/,Мошин нахадухай хучат  дора  мелочи кор дора харидори аник занг зана да номерои боло,1998,Daewoo,Leganza
1936,"Daewoo Matiz, 1999",0,Хэтчбек,1999,Серебристый,Передний,0.8,1234,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:40:00,Истаравшан,19999,186,https://somon.tj/adv/9574532_daewoo-matiz-1999/,938113434 мошин дар холати техники мотор 100% документ 1 сол баллон нав зимний мошин сняти хавоба бехуда занг назан муомила дорад,1999,Daewoo,Matiz
1937,"Daewoo Nexia, 1996",0,Седан,1996,Белый,Передний,1.6,1234,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 18:47:00,Пенджикент,18000,179,https://somon.tj/adv/9574563_daewoo-nexia-1996/,хороши састайни газ бензин 100%кор мекунад каропка матор 100% кор мекунад харидори аник боши биё чак чак мекунем,1996,Daewoo,Nexia
1938,"Daewoo Nexia, 1997",0,Седан,1997,Серебристый,Передний,1.6,7000,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:41:00,Файзабад,11000,306,https://somon.tj/adv/9574524_daewoo-nexia-1997/,Камкам дуд мена ала,1997,Daewoo,Nexia
1939,"Daewoo Tico, 1997",0,Хэтчбек,1997,Синий,Передний,0.8,836,С пробегом,Бензин,Да,Механика,2023-03-07 18:41:00,Худжанд,15000,177,https://somon.tj/adv/9574528_daewoo-tico-1997/,Бехуда занг назан,1997,Daewoo,Tico
1940,"Honda Vigor, 2008",25500,Седан,2008,Серебристый,Передний,1.8,718542,С пробегом,Бензин + газ,Да,Механика,2023-03-07 09:19:00,Душанбе,85000,583,https://somon.tj/adv/9533571_honda-xnv-2008/,СРОЧНИ  МОШИНИ ТОЗААКАЙ  АХИРИНАРХШАЙ,2008,Honda,Vigor
1941,"Hyundai Avante, 2007",25500,Седан,2007,Чёрный,Передний,1.6,251,С пробегом,Бензин,Да,Автомат,2023-03-07 19:08:00,Душанбе,85000,134,https://somon.tj/adv/9445962_hyundai-avante-2007/,вагон фули фулай x16 avante,2007,Hyundai,Avante
1942,"Hyundai Solaris, 2015",29400,Седан,2015,Оранжевый,Передний,1.6,1234,С пробегом,Бензин,Да,Автомат,2023-03-05 20:09:00,Душанбе,98000,309,https://somon.tj/adv/9563800_hyundai-solaris-2015/,Машина в хорошем состоянии.,2015,Hyundai,Solaris
1943,"Hyundai Solaris, 2019",39600,Седан,2019,Мокрый асфальт,Передний,1.6,201000,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:48:00,Душанбе,132000,416,https://somon.tj/adv/9574293_hyundai-solaris-2019/,мошин дар холати бехтаринай савдо дар назди мошин ба тел нарх напурсен илтимоссс..биёен бинен бад нарх кнен,2019,Hyundai,Solaris
1944,"Hyundai Sonata, 2012",22500,Седан,2012,Белый,Передний,2.0,0,С пробегом,Газ,Да,Автомат,2023-03-07 18:55:00,Бохтар (Курган-Тюбе),75000,573,https://somon.tj/adv/9574598_hyundai-sonata-2012/,"Дар ҳолати хуби техники карор дорад 
ягон проблемс надора
СРОЧНО",2012,Hyundai,Sonata
1945,"Hyundai Tucson, 2013",37500,Кроссовер,2013,Белый,Передний,2.0,125000,С пробегом,Дизель,Да,Автомат,2023-03-07 19:13:00,Душанбе,125000,202,https://somon.tj/adv/9574690_hyundai-tucson-2013/,"Мошин дар ҳолати оли қарор дорад
Мошин вагон 
Мошин карейский тозаҳай
Маслиҳат мешава",2013,Hyundai,Tucson
1946,"Kia Optima, 2012",36900,Седан,2012,Белый,Передний,2.0,1234,Новая,Бензин,Да,Автомат,2023-03-07 18:43:00,Душанбе,123000,182,https://somon.tj/adv/9574504_kia-optima-2012/,"KIA K5 Вагон
Фулл сол 2012 
1сола хучат 1сола танирофка
обагреф сиден лук мулти рул
манитор камера передний  задние",2012,Kia,Optima
1947,"Lexus ES series, 2014",0,Седан,2014,Белый,Передний,3.5,123456,С пробегом,Бензин,Да,Вариатор,2023-03-07 18:56:00,Худжанд,275000,213,https://somon.tj/adv/9574608_lexus-es-series-2014/,"Lexus ES 350 2014 Full 
Рестайлинг 2016 /6 поколение/
Состояние отличная

Комплектация: Premium. 
Салон кожа
Люк
Руль лифт/Мультируль/ автопилот/ джойстик/
Сиденье лифт, память, чехол новый
Сиденье: надувной, подогрев, охлаждение.
Автошторка задней стекла
Парктроник: передний, задний 
Датчик дождя
Фар: светодиодные
Шины новые /датчик шин/

Тонировка, техосмотр августи 2023

Хулоса ягон камбуди надорад!
Савдо дар назди наклиёт!",2014,Lexus,ES series
1948,"Lexus GX series, 2005",50700,Внедорожник,2005,Другой цвет,Полный,4.7,1234,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 18:49:00,Душанбе,169000,135,https://somon.tj/adv/9541030_lexus-gx-series-2005/,"Мошин 100 фоиза 
Ягон расход надора 
Гарантиш кати
💯",2005,Lexus,GX series
1949,"Lexus LS series, 2009",48000,Седан,2009,Другой цвет,Полный,4.6,120,С пробегом,Бензин,Да,Автомат,2023-03-05 23:20:00,Душанбе,160000,719,https://somon.tj/adv/9426496_lexus-ls-series-2009/,"Мошин дар холати хуби техники карор дорад , бо рак,амхои гузошта занг занед.",2009,Lexus,LS series
1950,"Lexus RX series, 2007",37500,Внедорожник,2007,Белый,Передний,3.5,123456,С пробегом,Бензин,Да,Автомат,2023-03-07 18:46:00,Душанбе,125000,442,https://somon.tj/adv/9570557_lexus-rx-series-2007/,"Салом алейкум! (Lexus rx 350 Японка) мошин дар холати оли карор дорад бехад тоза нозада краскаш родной трехкомпонент чор мох пеш ай вагон гирифтемша. масла филтроша алиш кадагием, як сола хучат, як сола танировка дорад. малумоти бештар занг занед пурсед.",2007,Lexus,RX series
1951,"Lexus RX series, 2008",42000,Кроссовер,2008,Коричневый,Передний,3.5,164000,С пробегом,Бензин,Да,Автомат,2023-03-07 18:53:00,Душанбе,140000,260,https://somon.tj/adv/9501112_lexus-rx-series-2008/,"Мошин дар ҳолати хуби техники қарор дорад мотор, коробка, ходавой 100% танировка то сентябри 2023, мошин бад аз химчистка, 4 балони нав, маслаша нав алиш кадем. харидори конкретный боши занг зан савдо мешавад",2008,Lexus,RX series
1952,"Lexus RX series, 2012",0,Кроссовер,2012,Чёрный,Полный,4.5,138890,С пробегом,Гибрид,Да,Автомат,2023-03-07 18:42:00,Душанбе,285000,165,https://somon.tj/adv/9574458_lexus-rx-series-2012/,"Салом 
Европа 
Гибрид 100%
Матор 100%
Хадавой 100%
се мох пеш вагон гирифтум 
11-мох хучат танировка
чор балони нав тупча мошин 
хамачош кор мекуна
варианти алишам хаст ба мошин факат",2012,Lexus,RX series
1953,"Mercedes-Benz C class, 1995",9900,Седан,1995,Зелёный,Задний,1.8,399106,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 18:54:00,Вахш,33000,260,https://somon.tj/adv/9478599_mercedes-benz-c-class-1995/,"Мерседес автомат 1995 тоза як сола хучат дорай газ евро4 мотор каробка созай,ходовой нав балоно норм,факат кузов наружка кор дорай.нарх охирш",1995,Mercedes-Benz,C class
1954,"Mercedes-Benz C class, 1997",21000,Седан,1997,Чёрный,Задний,1.8,1234,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:56:00,Бохтар (Курган-Тюбе),70000,141,https://somon.tj/adv/9574609_mercedes-benz-c-class-1997/,хучатош 1 солахай хамаш,1997,Mercedes-Benz,C class
1955,"Mercedes-Benz C class, 1998",0,Седан,1998,Другой цвет,Задний,1.8,337504,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:01:00,Ашт,70000,205,https://somon.tj/adv/9574629_mercedes-benz-c-class-1998/,Мерседес 180 мошин зур  хамма жош соз техасмотир  дорад  савдо дарназди мошин бехудава занг назан .,1998,Mercedes-Benz,C class
1956,"Mercedes-Benz C class, 1999",34500,Седан,1999,Белый,Задний,1.8,0,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 18:46:00,Худжанд,115000,721,https://somon.tj/adv/9574523_mercedes-benz-c-class-1999/,Состояние очень хорошая родной белый цвет,1999,Mercedes-Benz,C class
1957,"Mercedes-Benz E class, 1996",14100,Седан,1996,Серебристый,Задний,2.0,213211,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:52:00,Худжанд,47000,639,https://somon.tj/adv/9267372_mercedes-benz-e-class-1996/,авангард,1996,Mercedes-Benz,E class
1958,"Mercedes-Benz E class, 2008",43500,Седан,2008,Белый,Задний,3.5,93000,С пробегом,Бензин,Да,Автомат,2023-03-07 18:54:00,Душанбе,145000,211,https://somon.tj/adv/9371057_mercedes-benz-e-class-2008/,"Америка 
Панарама 
2ВД
Нозада 
родной краска 
Солона хуччат
Диска балон пачка 
Дар холати Хуби хуби техники карор дорад",2008,Mercedes-Benz,E class
1959,"Mercedes-Benz E class, 2010",52500,Седан,2010,Коричневый,Полный,3.5,0,С пробегом,Бензин,Да,Автомат,2023-03-07 18:51:00,Душанбе,175000,482,https://somon.tj/adv/9511871_mercedes-benz-e-class-2010/,"Mercedes Benz E-class w212
Год: 2010
Цвет: Коричневый 
Мотор: 3.5
5 мох тонировка
1 Сола техосмотр 
Состоянияш бехтарин 
Савдо да пеши мошин",2010,Mercedes-Benz,E class
1960,"Mercedes-Benz W124, 1989",0,Седан,1989,Другой цвет,Задний,2.0,111111,С пробегом,Дизель,Да,Механика,2023-03-07 19:07:00,Ашт,23000,6231,https://somon.tj/adv/9398663_mercedes-benz-w124-1989/,Срошна проверкава устодкатин бёо бен матор зур каропка зур салон тоза  кузиф тоза.Канкирет харидор занг занад,1989,Mercedes-Benz,W124
1961,"Nissan Maxima, 1998",8400,Седан,1998,Серебристый,Передний,2.0,118000,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 18:41:00,Худжанд,28000,133,https://somon.tj/adv/9540182_nissan-maxima-1998/,Ниссан  Максима   мотор 2.0  подробнее по телефону,1998,Nissan,Maxima
1962,"Opel Astra F, 1992",8400,Седан,1992,Мокрый асфальт,Передний,1.6,1234,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:58:00,Худжанд,28000,95,https://somon.tj/adv/9408193_opel-astra-f-1992/,OPEL ASTRA F 1992,1992,Opel,Astra F
1963,"Opel Astra F, 1993",0,Универсал,1993,Другой цвет,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:01:00,Гиссар,17000,553,https://somon.tj/adv/9574605_opel-astra-f-1993/,"Opel Astra F, 1993",1993,Opel,Astra F
1964,"Opel Astra F, 1994",9600,Седан,1994,Другой цвет,Полный,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:43:00,Истаравшан,32000,179,https://somon.tj/adv/9574544_opel-astra-f-1994/,Мошин дар холати хуб карор дорам техасмотр надорад. Савдо мешавад харидорони аник занг занед,1994,Opel,Astra F
1965,"Opel Astra F, 1997",13200,Хэтчбек,1997,Зелёный,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:46:00,Гиссар,44000,106,https://somon.tj/adv/9574527_opel-astra-f-1997/,Мошин дар холати аҷоиб карор дорад хадавой каропка хамаша нав задагиюм харидории аник занг занад,1997,Opel,Astra F
1966,"Opel Astra G, 1998",13500,Универсал,1998,Зелёный,Передний,1.6,2345,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:55:00,Хуросон,45000,252,https://somon.tj/adv/9574603_opel-astra-g-1998/,мошин дар холати миёна карор дора н хуросон,1998,Opel,Astra G
1967,"Opel Astra G, 1999",0,Фургон,1999,Белый,Передний,1.6,11111,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:51:00,Канибадам,43500,301,https://somon.tj/adv/9574571_opel-astra-g-1999/,мошин дар холати хуб,1999,Opel,Astra G
1968,"Opel Astra H, 2010",0,Универсал,2010,Чёрный,Передний,1.8,172345,Новая,Бензин,Да,Механика,2023-03-07 19:12:00,Кабодиён,92500,164,https://somon.tj/adv/9283516_opel-astra-h-2010/,"Ассалому алейкум, Мошин Вагон, расход надора, Омада бинед мошина, Муомила мекунем иншоолох.",2010,Opel,Astra H
